"","uid","namedLocation","domainID","siteID","plotID","plotType","pointID","startDate","eventID","pointCountMinute","targetTaxaPresent","taxonID","scientificName","taxonRank","vernacularName","observerDistance","detectionMethod","visualConfirmation","sexOrAge","clusterSize","clusterCode","identifiedBy","identificationHistoryID"
"1","438396ea-e854-4b7c-85c1-efa3d0f435b6","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",2,"2022-06-15T09:39Z","BART_082.2.2022-06-15",6,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",29,"visual","Yes","Unknown",1,NA,"KKLAP",NA
"2","7f6d316a-0dab-4270-a07b-14de3a1f6d65","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",2,"2022-06-15T09:39Z","BART_082.2.2022-06-15",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",37,"singing","No","Unknown",1,NA,"KKLAP",NA
"3","72ef20bc-b9d2-481c-b141-b4ce3cf978ec","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",2,"2022-06-15T09:39Z","BART_082.2.2022-06-15",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",52,"singing","No","Unknown",1,NA,"KKLAP",NA
"4","8d87639b-72f1-4491-94b1-65b98157d342","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",2,"2022-06-15T09:39Z","BART_082.2.2022-06-15",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",75,"singing","No","Unknown",1,NA,"KKLAP",NA
"5","8d3b514d-cd86-4353-9375-201511a2dea6","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",2,"2022-06-15T09:39Z","BART_082.2.2022-06-15",2,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",56,"singing","No","Unknown",1,NA,"KKLAP",NA
"6","f13e10ee-d97f-49bb-9200-8409836ff5a3","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",2,"2022-06-15T09:39Z","BART_082.2.2022-06-15",3,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",30,"singing","No","Unknown",1,NA,"KKLAP",NA
"7","52c7d20a-edfc-4e40-92bd-dfce76893b92","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",2,"2022-06-15T09:39Z","BART_082.2.2022-06-15",5,"Y","RBNU","Sitta canadensis","species","Red-breasted Nuthatch",31,"singing","No","Unknown",1,NA,"KKLAP",NA
"8","797d328f-974e-484c-9c35-ff9121f31ad1","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",2,"2022-06-15T09:39Z","BART_082.2.2022-06-15",3,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",58,"singing","No","Unknown",1,NA,"KKLAP",NA
"9","0453ed41-ce75-4498-b069-cd2c1cc880c1","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",5,"2022-06-15T09:53Z","BART_082.5.2022-06-15",6,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",24,"singing","No","Unknown",1,NA,"KKLAP",NA
"10","048f2f49-57bb-4a23-9334-360e0976ade7","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",5,"2022-06-15T09:53Z","BART_082.5.2022-06-15",5,"Y","BHVI","Vireo solitarius","species","Blue-headed Vireo",10,"singing","No","Unknown",1,NA,"KKLAP",NA
"11","fbe008a9-b004-4d82-bcd1-ba5a42e77148","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",5,"2022-06-15T09:53Z","BART_082.5.2022-06-15",2,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",26,"singing","No","Unknown",1,NA,"KKLAP",NA
"12","ced3c527-0659-4e03-89f7-515d8ff0d776","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",5,"2022-06-15T09:53Z","BART_082.5.2022-06-15",4,"Y","BHVI","Vireo solitarius","species","Blue-headed Vireo",22,"singing","No","Unknown",1,NA,"KKLAP",NA
"13","9c46895d-2e72-4e4a-ad3a-d282b8e9eda9","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",5,"2022-06-15T09:53Z","BART_082.5.2022-06-15",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",18,"singing","No","Unknown",1,NA,"KKLAP",NA
"14","7424574e-ffe1-45ff-a33e-81af92a09a12","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",5,"2022-06-15T09:53Z","BART_082.5.2022-06-15",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",28,"singing","No","Unknown",1,NA,"KKLAP",NA
"15","3eb8ca97-c972-4286-97ce-65abd81f9516","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",5,"2022-06-15T09:53Z","BART_082.5.2022-06-15",2,"Y","BRCR","Certhia americana","species","Brown Creeper",5,"visual","Yes","Unknown",1,NA,"KKLAP",NA
"16","117e9d14-9d7c-4534-a65e-1a1e77f1bab4","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",9,"2022-06-15T10:10Z","BART_082.9.2022-06-15",4,"Y","RBNU","Sitta canadensis","species","Red-breasted Nuthatch",31,"singing","No","Unknown",1,NA,"KKLAP",NA
"17","741d5ff4-ed2e-4be8-8541-04c6ec50e487","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",9,"2022-06-15T10:10Z","BART_082.9.2022-06-15",2,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",45,"singing","No","Unknown",1,NA,"KKLAP",NA
"18","80593252-5036-44c4-ab0f-97d60f83a95f","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",9,"2022-06-15T10:10Z","BART_082.9.2022-06-15",3,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",29,"singing","No","Unknown",1,NA,"KKLAP",NA
"19","e415ad15-f229-414c-ac74-d8fab09dcda3","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",9,"2022-06-15T10:10Z","BART_082.9.2022-06-15",88,"Y","SCTA","Piranga olivacea","species","Scarlet Tanager",NA,"singing","No","Unknown",1,NA,"KKLAP",NA
"20","b74a839e-d378-49ed-b11a-b79073a55706","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",9,"2022-06-15T10:10Z","BART_082.9.2022-06-15",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",63,"singing","No","Unknown",1,NA,"KKLAP",NA
