"","uid","namedLocation","domainID","siteID","plotID","plotType","pointID","startDate","eventID","pointCountMinute","targetTaxaPresent","taxonID","scientificName","taxonRank","vernacularName","observerDistance","detectionMethod","visualConfirmation","sexOrAge","clusterSize","clusterCode","identifiedBy","identificationHistoryID"
"1","f1f60b07-d0ab-40e1-9121-3dd2903a0d8b","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",6,"2020-07-01T12:15Z","BART_025.6.2020-07-01",6,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",59,"singing","No","Unknown",1,NA,"WFREE",NA
"2","75bc65f9-26c6-43de-9cdf-07028dfce861","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",6,"2020-07-01T12:15Z","BART_025.6.2020-07-01",4,"Y","YBSA","Sphyrapicus varius","species","Yellow-bellied Sapsucker",114,"singing","No","Unknown",1,NA,"WFREE",NA
"3","ef3884cc-4173-4d4e-bee8-8ad93d5eea85","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",6,"2020-07-01T12:15Z","BART_025.6.2020-07-01",5,"Y","GCFL","Myiarchus crinitus","species","Great Crested Flycatcher",65,"singing","No","Unknown",1,NA,"WFREE",NA
"4","1e4bc86b-4faf-47cd-aeac-ab55d36e9695","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",6,"2020-07-01T12:15Z","BART_025.6.2020-07-01",1,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",34,"singing","No","Unknown",1,NA,"WFREE",NA
"5","3c726699-a1e9-4a54-94bd-5411ac6ec945","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",6,"2020-07-01T12:15Z","BART_025.6.2020-07-01",88,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",NA,"singing","No","Unknown",1,NA,"WFREE",NA
"6","d9850eb6-870d-4df5-ba5d-a9e47370221c","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",6,"2020-07-01T12:15Z","BART_025.6.2020-07-01",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",42,"singing","No","Unknown",1,NA,"WFREE",NA
"7","d078a095-d616-43d7-9c3d-a9c752e459a3","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",9,"2020-07-01T13:01Z","BART_025.9.2020-07-01",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",37,"singing","No","Unknown",1,NA,"WFREE",NA
"8","579a7309-649d-464a-bef9-a275228a3c23","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",9,"2020-07-01T13:01Z","BART_025.9.2020-07-01",4,"Y","HETH","Catharus guttatus","species","Hermit Thrush",38,"unknown","No","Unknown",1,NA,"WFREE",NA
"9","4b1d604f-6b9c-4555-9956-c9e3018f3109","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",9,"2020-07-01T13:01Z","BART_025.9.2020-07-01",2,"Y","BHVI","Vireo solitarius","species","Blue-headed Vireo",29,"singing","No","Unknown",1,NA,"WFREE",NA
"10","b06578db-9b58-406b-b6fa-d64bb4e2e679","BART_025.birdGrid.brd","D01","BART","BART_025","distributed",9,"2020-07-01T13:01Z","BART_025.9.2020-07-01",5,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",53,"singing","No","Unknown",1,NA,"WFREE",NA
